account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn
AC-2304,Velocity Logistics,E-Commerce,Mid-Market,2-Year Fixed,Manual Wire,20,1651.92,33781.21,36,24,1,0,5,2,31.4,1,0,1,1,0
AC-2305,Quantum Logistics,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,33,1118.08,38312.72,30,15,1,1,8,6,78.8,1,20,1,1,0
AC-2306,Acme Logistics,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,7,2342.85,17087.1,61,25,5,1,6,14,73.6,1,10,1,1,1
AC-2307,Quantum Capital,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,8,737.74,5908.74,66,42,3,1,10,0,50.2,0,10,1,1,1
AC-2308,Apex Logistics,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,28,4618.62,130990.38,379,237,2,0,4,0,67.7,1,0,1,1,0
AC-2309,Aegis Labs,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,45,1659.3,74061.85,193,128,4,1,8,0,82.5,0,20,1,1,1
AC-2310,Starlight Solutions,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,11,588.55,6421.28,8,8,1,1,5,15,30.1,1,10,1,1,0
AC-2311,Quantum Global,Manufacturing,SMB,Month-to-Month,Credit Card,31,202.17,5977.99,14,10,4,1,5,6,45.1,1,10,1,1,0
AC-2312,Starlight Data,Financial Services,Mid-Market,3-Year Enterprise,Manual Wire,12,627.62,7481.6,60,43,1,1,8,18,62.0,1,20,1,0,0
AC-2313,Synergy Logistics,Financial Services,SMB,Month-to-Month,Auto-Invoice,51,496.33,25751.98,22,9,2,0,6,5,68.4,1,20,1,1,0
AC-2314,Acme Solutions,Financial Services,SMB,Month-to-Month,Credit Card,44,571.21,24937.16,12,12,6,1,6,3,66.9,1,0,0,0,0
AC-2315,Nexus Corp,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,50,239.35,12413.18,18,15,4,0,5,9,84.0,1,20,1,0,0
AC-2316,Titan Systems,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,17,2389.39,39939.51,258,236,1,2,10,1,76.6,1,10,1,0,1
AC-2317,Synergy Solutions,Healthcare,SMB,Month-to-Month,Auto-Invoice,35,526.12,17737.81,12,7,4,1,6,2,80.5,1,0,0,0,1
AC-2318,Omni Systems,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,1,1586.96,1636.4,56,36,5,0,7,3,43.0,1,0,0,0,0
AC-2319,Nexus Data,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,29,1104.18,32578.22,23,15,2,3,7,2,70.6,1,5,1,1,0
AC-2320,Vortex Systems,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,51,2901.28,144145.1,429,187,5,1,8,2,62.5,1,10,1,1,1
AC-2321,Synergy Labs,E-Commerce,Mid-Market,3-Year Enterprise,Manual Wire,64,820.96,52732.96,71,56,6,0,6,0,94.3,1,10,1,0,0
AC-2322,Apex Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,4,1567.62,6208.94,172,160,3,1,7,1,71.1,1,0,1,1,0
AC-2323,Omni Global,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,28,1555.46,45464.24,165,68,5,0,8,2,56.0,0,15,1,0,0
AC-2324,Crest Networks,Manufacturing,Mid-Market,2-Year Fixed,Credit Card,16,1857.36,30036.73,68,25,4,0,5,9,83.3,1,15,1,0,0
AC-2325,Aegis Logistics,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,63,408.18,24836.88,21,17,4,0,9,1,78.1,1,10,1,1,0
AC-2326,Acme Health,Enterprise Tech,SMB,3-Year Enterprise,ACH Direct Debit,53,325.03,17230.29,21,10,6,1,10,2,53.2,1,20,1,1,0
AC-2327,Solstice Health,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,17,1191.02,20981.42,21,15,3,1,8,0,61.7,1,15,1,0,0
AC-2328,Vortex Global,Enterprise Tech,SMB,1-Year Fixed,Credit Card,40,231.2,9406.6,18,14,6,2,7,5,62.0,0,0,1,0,0
AC-2329,Synergy Labs,Financial Services,SMB,Month-to-Month,ACH Direct Debit,13,380.22,5112.13,18,9,3,1,1,5,90.1,0,15,0,0,1
AC-2330,Vortex Global,Enterprise Tech,SMB,Month-to-Month,Credit Card,52,516.27,26175.96,17,15,1,1,8,12,71.7,1,20,0,1,1
AC-2331,Titan Technologies,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,58,3556.39,214281.17,287,197,3,1,6,10,81.1,0,0,1,0,0
AC-2332,Zenith Networks,Healthcare,Mid-Market,3-Year Enterprise,Credit Card,37,1822.54,69157.67,64,58,1,0,7,2,59.1,0,25,1,1,0
AC-2333,Acme Systems,E-Commerce,SMB,2-Year Fixed,Credit Card,61,433.26,27033.85,21,18,1,1,3,0,74.0,1,0,1,1,0
AC-2334,Aegis Networks,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,34,1778.15,59529.33,32,29,6,1,8,1,91.5,1,5,1,1,0
AC-2335,Quantum Data,E-Commerce,Mid-Market,1-Year Fixed,ACH Direct Debit,70,1203.51,87511.55,30,9,6,1,4,21,61.5,1,15,1,1,0
AC-2336,Solstice Global,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,17,1161.87,20024.32,66,31,3,2,7,6,70.1,1,15,1,1,1
AC-2337,Starlight Logistics,Professional Services,Mid-Market,Month-to-Month,Manual Wire,20,639.65,13243.11,66,24,2,0,9,0,43.5,0,10,1,1,1
AC-2338,Hyperion Logistics,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,59,1573.39,91539.41,45,27,2,2,6,0,54.2,1,5,1,1,1
AC-2339,Synergy Corp,Logistics,Enterprise,1-Year Fixed,Credit Card,69,4663.27,310363.93,191,176,6,1,10,4,62.0,0,10,0,0,0
AC-2340,Quantum Labs,Logistics,Mid-Market,2-Year Fixed,Credit Card,33,1528.98,49610.37,56,35,4,0,6,1,48.9,0,10,1,1,0
AC-2341,Apex Corp,Professional Services,SMB,1-Year Fixed,Auto-Invoice,17,220.6,3733.42,17,15,4,0,8,10,91.8,1,5,0,0,0
AC-2342,Nexus Health,Healthcare,SMB,Month-to-Month,Manual Wire,57,789.54,45154.13,12,6,5,1,4,5,52.9,0,10,1,1,1
AC-2343,Quantum Systems,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,1,2868.5,2871.6,174,94,4,0,9,5,82.2,1,15,1,0,0
AC-2344,Aegis Technologies,E-Commerce,SMB,Month-to-Month,Auto-Invoice,13,547.78,7153.94,13,12,2,0,9,3,71.4,1,5,1,0,0
AC-2345,Acme Networks,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,27,1200.74,33527.79,56,33,4,2,8,1,68.6,0,5,1,0,0
AC-2346,Starlight Systems,E-Commerce,Mid-Market,3-Year Enterprise,Credit Card,70,1954.92,132329.92,59,50,6,1,6,5,94.8,1,0,1,1,0
AC-2347,Crest Solutions,Healthcare,SMB,1-Year Fixed,Auto-Invoice,59,367.66,21292.92,19,9,4,0,4,7,27.3,1,10,1,0,0
AC-2348,Crest Labs,Enterprise Tech,SMB,2-Year Fixed,Auto-Invoice,6,344.62,2148.07,8,8,4,0,6,2,64.5,1,0,1,0,1
AC-2349,Crest Cloud,Financial Services,SMB,1-Year Fixed,Credit Card,23,498.51,11535.05,24,17,2,0,10,4,48.6,1,5,1,0,0
AC-2350,Omni Capital,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,10,647.73,6531.31,78,65,2,0,7,11,32.7,0,0,1,0,0
AC-2351,Hyperion Capital,Healthcare,SMB,Month-to-Month,Credit Card,51,466.5,23739.31,16,6,6,1,4,0,46.5,1,0,1,1,0
AC-2352,Vortex Global,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,19,4129.14,78837.88,305,197,4,1,5,4,68.3,1,5,1,0,0
AC-2353,Hyperion Data,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,51,1590.78,78680.31,21,20,3,1,10,2,54.9,1,5,1,0,0
AC-2354,Zenith Logistics,Financial Services,Mid-Market,Month-to-Month,Credit Card,68,1168.24,79812.63,74,68,5,1,8,7,84.1,1,5,1,1,0
AC-2355,Nexus Technologies,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,42,643.59,28374.68,15,5,1,1,5,0,64.2,1,0,1,1,0
AC-2356,Hyperion Solutions,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,57,3181.29,182531.19,331,170,3,0,3,6,62.2,0,20,1,1,0
AC-2357,Synergy Data,Logistics,SMB,1-Year Fixed,Auto-Invoice,68,670.84,43538.82,7,4,5,2,6,0,62.2,1,0,1,1,0
AC-2358,Vortex Technologies,Healthcare,Enterprise,3-Year Enterprise,Credit Card,38,3026.46,118414.65,213,90,2,1,3,0,66.2,1,15,1,0,1
AC-2359,Apex Global,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,62,3484.57,213806.76,441,358,2,1,7,7,60.5,1,10,0,1,0
AC-2360,Vortex Networks,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,7,1357.36,9172.46,24,10,5,0,10,6,52.7,1,0,1,1,0
AC-2361,Solstice Corp,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,71,1849.27,136057.99,75,41,3,0,4,13,85.8,1,5,0,1,0
AC-2362,Quantum Technologies,Financial Services,SMB,Month-to-Month,ACH Direct Debit,50,503.4,24409.8,5,4,2,0,7,4,56.8,0,25,1,1,0
AC-2363,Crest Logistics,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,52,1607.98,87133.2,73,47,2,0,10,4,61.1,1,10,1,0,0
AC-2364,Starlight Labs,E-Commerce,Enterprise,Month-to-Month,ACH Direct Debit,26,1705.02,44072.5,398,325,6,2,9,7,75.7,1,0,1,0,0
AC-2365,Zenith Health,Professional Services,SMB,2-Year Fixed,ACH Direct Debit,26,532.58,14183.27,24,23,5,1,7,2,73.7,0,5,1,1,0
AC-2366,Synergy Logistics,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,19,778.29,14857.01,69,26,7,0,7,0,51.9,0,5,0,0,0
AC-2367,Solstice Health,Logistics,Enterprise,Month-to-Month,Credit Card,9,4409.65,38720.98,376,300,0,0,5,1,81.6,1,15,1,1,0
AC-2368,Synergy Data,Financial Services,Mid-Market,2-Year Fixed,Credit Card,61,1336.19,82902.1,15,7,2,0,7,1,77.7,1,20,1,1,0
AC-2369,Apex Data,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,20,1708.21,35728.62,70,41,1,1,8,2,71.2,1,0,1,0,0
AC-2370,Quantum Corp,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,50,761.41,39097.02,24,8,4,2,10,17,60.2,0,5,1,0,1
AC-2371,Nexus Networks,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,22,1898.7,42205.9,37,15,4,3,6,10,60.7,1,0,1,0,0
AC-2372,Crest Global,Healthcare,SMB,1-Year Fixed,Credit Card,13,316.6,4317.73,5,3,3,0,7,16,64.4,0,25,1,0,0
AC-2373,Quantum Technologies,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,12,296.97,3480.01,6,3,1,1,5,40,45.8,1,10,0,0,1
AC-2374,Omni Corp,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,10,1823.86,17440.37,70,65,0,1,8,3,67.3,1,15,1,0,1
AC-2375,Quantum Capital,Manufacturing,Enterprise,1-Year Fixed,Credit Card,65,2589.37,160434.39,213,175,7,0,9,1,84.1,1,5,1,0,0
AC-2376,Crest Systems,Enterprise Tech,SMB,3-Year Enterprise,Credit Card,30,274.51,8408.81,6,6,5,0,9,5,83.8,1,10,1,0,0
AC-2377,Acme Labs,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,8,969.94,8015.76,77,55,3,1,5,13,61.1,1,0,0,0,1
AC-2378,Starlight Technologies,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,21,1873.94,39884.4,15,7,4,1,8,3,87.2,1,20,1,1,0
AC-2379,Hyperion Solutions,E-Commerce,Mid-Market,Month-to-Month,ACH Direct Debit,22,1881.83,43077.08,65,34,3,0,6,4,100.0,1,5,1,1,0
AC-2380,Quantum Networks,Financial Services,SMB,1-Year Fixed,Credit Card,18,223.47,4102.1,10,5,0,0,9,0,62.3,0,15,1,0,0
AC-2381,Apex Labs,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,66,1587.61,103430.09,35,18,3,1,7,3,80.4,1,0,1,0,0
AC-2382,Crest Technologies,Enterprise Tech,Enterprise,2-Year Fixed,Credit Card,48,4774.02,221848.9,72,56,3,3,4,3,27.3,0,10,1,1,1
AC-2383,Starlight Solutions,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,44,1729.19,79315.26,77,52,6,1,7,2,45.4,1,5,1,0,0
AC-2384,Zenith Corp,Enterprise Tech,SMB,1-Year Fixed,Credit Card,9,602.56,5208.07,11,6,5,1,8,13,69.6,1,0,1,1,0
AC-2385,Apex Networks,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,67,4227.92,284488.38,110,44,4,1,8,0,49.9,1,5,0,0,0
AC-2386,Vortex Solutions,Manufacturing,SMB,Month-to-Month,Manual Wire,54,273.35,14486.36,14,4,4,0,6,22,100.0,1,10,1,0,0
AC-2387,Acme Labs,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,26,636.76,16177.32,66,30,4,0,6,0,78.8,1,0,1,1,0
AC-2388,Vortex Cloud,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,26,1127.43,29740.67,23,9,7,1,5,17,85.4,1,0,0,1,0
AC-2389,Acme Health,Enterprise Tech,Enterprise,1-Year Fixed,Manual Wire,34,4362.94,144353.13,73,62,3,1,6,4,67.5,0,5,1,1,0
AC-2390,Apex Cloud,Financial Services,Enterprise,Month-to-Month,Credit Card,8,1642.32,13685.6,342,130,0,1,5,7,49.9,1,5,0,0,0
AC-2391,Nexus Corp,Financial Services,SMB,Month-to-Month,Credit Card,10,453.4,4491.4,5,4,3,0,9,1,58.7,1,5,1,1,0
AC-2392,Solstice Networks,Enterprise Tech,Enterprise,3-Year Enterprise,Credit Card,48,4316.49,210866.59,228,130,5,2,5,6,72.6,1,5,1,1,0
AC-2393,Titan Corp,Healthcare,SMB,Month-to-Month,Auto-Invoice,55,781.58,43965.95,8,3,2,1,7,13,56.5,0,0,1,1,1
AC-2394,Vortex Networks,Healthcare,Mid-Market,2-Year Fixed,ACH Direct Debit,54,903.47,49679.9,66,57,4,1,7,0,80.1,1,0,1,1,0
AC-2395,Hyperion Global,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,40,4125.83,171690.64,478,337,1,0,9,0,80.8,1,15,1,1,0
AC-2396,Hyperion Cloud,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,15,2608.1,38069.64,112,52,4,0,9,2,68.1,1,0,1,1,0
AC-2397,Velocity Technologies,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,18,1700.8,29347.13,72,67,3,0,9,1,35.1,1,10,1,0,0
AC-2398,Crest Labs,Logistics,SMB,Month-to-Month,ACH Direct Debit,23,428.82,9424.42,20,7,8,0,8,0,98.9,0,5,1,1,1
AC-2399,Starlight Logistics,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,62,892.38,57418.08,46,20,3,1,5,6,64.2,0,20,1,1,0
AC-2400,Crest Systems,Manufacturing,Mid-Market,1-Year Fixed,ACH Direct Debit,46,875.51,42179.55,25,21,2,1,5,1,100.0,1,0,1,1,0
AC-2401,Titan Technologies,Professional Services,Mid-Market,2-Year Fixed,Auto-Invoice,39,1499.61,57329.87,19,15,2,2,5,6,79.7,1,15,0,1,0
AC-2402,Vortex Global,Financial Services,Mid-Market,3-Year Enterprise,Credit Card,15,1241.32,18980.12,20,10,5,1,9,12,64.2,1,5,0,0,1
AC-2403,Solstice Capital,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,53,1709.21,86139.46,35,12,5,0,7,6,76.1,1,0,1,1,0
AC-2404,Titan Technologies,Healthcare,SMB,Month-to-Month,Credit Card,64,597.03,37020.18,20,18,4,0,9,0,31.7,1,0,0,0,0
AC-2405,Nexus Networks,Professional Services,Mid-Market,Month-to-Month,Credit Card,63,1454.58,93373.02,41,21,5,0,9,5,86.5,0,5,1,1,0
AC-2406,Starlight Health,Manufacturing,Mid-Market,2-Year Fixed,Credit Card,16,1622.94,24839.78,17,7,1,2,6,3,100.0,1,5,1,0,0
AC-2407,Velocity Labs,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,70,3556.34,248159.88,222,147,5,2,7,2,30.4,1,5,0,1,0
AC-2408,Nexus Solutions,Financial Services,SMB,Month-to-Month,Auto-Invoice,66,764.35,51267.29,17,16,4,0,7,2,62.8,1,20,1,1,0
AC-2409,Aegis Solutions,Healthcare,Enterprise,2-Year Fixed,Manual Wire,13,2197.17,29322.87,172,57,4,0,7,16,66.1,0,5,1,1,0
AC-2410,Nexus Solutions,Healthcare,Enterprise,1-Year Fixed,ACH Direct Debit,47,2760.55,129146.63,61,51,5,1,6,8,83.8,0,5,1,1,0
AC-2411,Solstice Corp,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,9,1497.28,13651.08,56,39,2,0,10,0,100.0,0,15,1,1,0
AC-2412,Vortex Logistics,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,63,1332.46,84277.2,79,47,2,1,7,3,74.9,1,15,1,0,0
AC-2413,Acme Solutions,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,34,1858.8,60369.81,74,61,2,0,7,2,100.0,1,0,0,1,0
AC-2414,Acme Technologies,Logistics,Mid-Market,3-Year Enterprise,Auto-Invoice,29,1617.25,48039.01,15,15,2,2,6,23,71.1,1,10,0,1,0
AC-2415,Apex Corp,Manufacturing,SMB,Month-to-Month,Credit Card,37,231.59,8288.08,17,8,5,1,9,23,76.1,0,5,1,1,1
AC-2416,Velocity Systems,E-Commerce,Enterprise,Month-to-Month,ACH Direct Debit,43,2748.04,112633.27,114,46,4,1,5,2,73.9,0,0,1,1,1
AC-2417,Solstice Technologies,Financial Services,SMB,1-Year Fixed,Credit Card,64,558.95,35598.11,13,12,0,0,8,2,90.0,1,0,1,1,0
AC-2418,Solstice Corp,E-Commerce,Mid-Market,Month-to-Month,ACH Direct Debit,24,916.83,22808.47,32,25,2,0,8,5,60.4,1,0,0,0,0
AC-2419,Nexus Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,71,624.26,42774.85,48,29,4,0,6,4,82.7,1,5,1,1,0
AC-2420,Acme Technologies,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,34,1404.87,45438.72,15,11,6,1,8,1,45.8,0,0,1,0,0
AC-2421,Acme Labs,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,48,1529.15,70536.48,490,403,5,0,8,6,62.9,1,5,1,0,0
AC-2422,Vortex Capital,E-Commerce,SMB,1-Year Fixed,Credit Card,12,642.75,7607.84,22,19,4,0,7,2,56.5,1,10,1,1,0
AC-2423,Omni Solutions,Enterprise Tech,Mid-Market,2-Year Fixed,Auto-Invoice,23,775.53,17980.19,75,71,5,1,7,6,69.6,0,10,1,1,1
AC-2424,Starlight Health,Enterprise Tech,Mid-Market,2-Year Fixed,Manual Wire,13,865.43,10905.21,36,22,6,0,7,2,62.3,1,10,1,0,1
AC-2425,Velocity Corp,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,45,644.5,29878.27,64,32,1,1,7,7,88.4,0,10,1,1,0
AC-2426,Zenith Data,Enterprise Tech,SMB,1-Year Fixed,Manual Wire,65,772.34,51473.7,21,16,4,2,7,6,52.2,0,15,1,0,0
AC-2427,Crest Data,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,47,1161.96,55681.77,42,25,1,1,5,4,36.8,1,15,0,1,0
AC-2428,Zenith Corp,E-Commerce,SMB,Month-to-Month,Manual Wire,58,351.83,20380.57,8,6,2,0,7,7,43.6,1,15,1,0,0
AC-2429,Vortex Data,Healthcare,Mid-Market,2-Year Fixed,Credit Card,5,1491.74,7358.17,49,29,6,1,8,3,85.9,0,0,1,0,0
AC-2430,Velocity Technologies,Enterprise Tech,Enterprise,2-Year Fixed,Manual Wire,5,2330.1,11505.55,103,42,3,0,7,0,50.5,1,0,1,1,1
AC-2431,Zenith Cloud,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,60,2633.29,158045.91,337,212,2,0,9,1,75.2,1,5,1,1,0
AC-2432,Solstice Solutions,Enterprise Tech,Mid-Market,1-Year Fixed,ACH Direct Debit,21,1185.08,23834.76,21,16,1,2,9,1,62.7,0,5,1,0,0
AC-2433,Crest Networks,Enterprise Tech,Enterprise,Month-to-Month,Manual Wire,24,2133.57,52139.19,87,75,0,0,5,0,82.8,0,0,1,0,0
AC-2434,Nexus Global,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,18,2242.09,39758.34,419,270,1,2,7,7,63.8,1,0,1,0,0
AC-2435,Omni Global,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,21,593.34,12117.19,20,8,2,0,7,2,100.0,0,25,1,0,0
AC-2436,Vortex Logistics,Financial Services,SMB,3-Year Enterprise,Credit Card,54,555.47,29330.46,9,5,1,0,7,0,100.0,1,5,1,0,0
AC-2437,Acme Solutions,Enterprise Tech,Mid-Market,2-Year Fixed,Manual Wire,10,1526.73,14779.2,74,63,3,0,7,10,62.3,1,5,1,1,0
AC-2438,Solstice Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,24,4325.28,107975.27,493,290,5,0,8,7,59.9,0,0,1,1,0
AC-2439,Vortex Capital,Healthcare,Enterprise,1-Year Fixed,Credit Card,60,2447.54,141992.14,254,200,3,0,8,3,100.0,1,10,1,1,0
AC-2440,Velocity Health,E-Commerce,Enterprise,3-Year Enterprise,Auto-Invoice,57,2106.3,124656.48,415,272,4,1,10,1,48.6,0,5,1,0,0
AC-2441,Synergy Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,23,1420.73,32912.86,34,16,7,1,8,1,67.0,0,0,0,1,1
AC-2442,Acme Global,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,22,453.97,10354.33,11,9,7,1,5,3,68.4,0,20,1,1,0
AC-2443,Omni Health,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,68,1085.3,73608.99,65,23,1,1,6,13,68.0,1,15,1,0,0
AC-2444,Crest Global,Enterprise Tech,Enterprise,2-Year Fixed,Credit Card,34,3736.97,132490.36,480,320,6,1,8,1,36.7,1,10,1,1,1
AC-2445,Synergy Data,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,70,1730.58,117645.58,77,34,2,3,4,5,76.9,1,20,0,0,0
AC-2446,Apex Corp,Professional Services,Mid-Market,1-Year Fixed,Auto-Invoice,28,675.41,19014.91,75,26,3,3,4,20,50.5,1,5,1,0,1
AC-2447,Starlight Networks,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,39,697.54,26186.19,76,50,7,1,7,6,93.8,0,10,0,0,0
AC-2448,Quantum Systems,Healthcare,Mid-Market,2-Year Fixed,Auto-Invoice,42,1216.73,50832.94,17,11,2,2,9,3,41.8,0,0,1,1,0
AC-2449,Omni Networks,Financial Services,Mid-Market,3-Year Enterprise,Credit Card,23,953.58,22085.66,40,32,4,2,10,7,69.1,0,10,0,0,0
AC-2450,Crest Corp,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,70,3090.18,218598.49,308,253,5,0,7,10,28.1,0,0,1,1,1
AC-2451,Zenith Corp,Healthcare,Enterprise,1-Year Fixed,ACH Direct Debit,2,3358.21,6626.1,259,210,5,2,9,5,29.2,0,0,1,1,1
AC-2452,Starlight Data,E-Commerce,SMB,2-Year Fixed,Auto-Invoice,24,783.55,18008.49,18,11,2,3,7,12,52.9,1,5,1,1,0
AC-2453,Hyperion Networks,E-Commerce,Enterprise,2-Year Fixed,Credit Card,17,3610.74,62336.01,359,266,3,0,4,4,55.4,1,0,1,0,0
AC-2454,Vortex Labs,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,65,3135.33,203560.7,345,243,3,1,7,10,94.4,1,5,1,1,0
AC-2455,Starlight Global,Healthcare,Enterprise,Month-to-Month,Auto-Invoice,70,1558.98,105165.91,243,145,2,2,6,18,67.3,0,5,1,1,0
AC-2456,Synergy Cloud,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,69,2604.58,187549.41,117,84,8,1,9,4,91.3,1,10,1,1,0
AC-2457,Crest Technologies,Manufacturing,Mid-Market,2-Year Fixed,Auto-Invoice,60,1075.85,67492.39,62,60,1,0,7,5,61.2,1,0,1,1,0
AC-2458,Solstice Networks,E-Commerce,SMB,Month-to-Month,Credit Card,50,415.6,21521.03,9,4,4,0,5,5,78.9,1,0,1,0,1
AC-2459,Omni Technologies,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,12,669.71,8312.87,69,64,1,1,4,9,54.9,0,10,1,0,1
AC-2460,Omni Networks,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,47,1090.27,49186.17,75,25,2,0,7,10,53.7,1,10,0,1,1
AC-2461,Vortex Cloud,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,67,766.14,53864.17,46,24,4,0,2,0,35.2,1,0,1,1,0
AC-2462,Omni Technologies,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,65,640.57,41222.26,60,30,2,0,6,8,74.0,1,5,1,0,0
AC-2463,Hyperion Labs,Financial Services,SMB,1-Year Fixed,Auto-Invoice,27,745.35,19446.5,16,12,2,1,8,9,72.7,1,15,1,0,0
AC-2464,Titan Networks,Enterprise Tech,SMB,1-Year Fixed,ACH Direct Debit,48,319.37,15808.2,15,6,6,1,5,7,82.0,1,0,1,0,0
AC-2465,Titan Capital,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,62,4547.17,274192.22,467,429,4,1,9,7,71.9,0,5,1,1,0
AC-2466,Synergy Labs,Enterprise Tech,SMB,1-Year Fixed,ACH Direct Debit,44,731.05,32250.4,15,13,2,1,10,0,100.0,1,5,1,0,0
AC-2467,Apex Labs,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,19,1789.55,32736.65,60,45,3,3,5,3,71.2,0,20,1,0,0
AC-2468,Titan Solutions,Manufacturing,SMB,Month-to-Month,Auto-Invoice,59,348.11,20486.42,19,12,2,0,7,10,85.9,0,0,1,1,1
AC-2469,Zenith Labs,Enterprise Tech,Mid-Market,Month-to-Month,Credit Card,8,1955.52,15735.12,52,50,3,1,9,16,62.2,1,5,1,1,0
AC-2470,Omni Solutions,Healthcare,SMB,2-Year Fixed,Auto-Invoice,55,731.45,40012.2,22,19,6,3,7,1,51.6,1,15,0,1,0
AC-2471,Omni Corp,Financial Services,SMB,Month-to-Month,Auto-Invoice,47,378.95,17043.88,20,13,0,0,4,5,80.9,0,5,1,1,0
AC-2472,Apex Global,Enterprise Tech,Enterprise,3-Year Enterprise,ACH Direct Debit,2,2346.14,4685.21,429,339,4,0,7,10,66.4,1,5,1,1,0
AC-2473,Apex Data,Logistics,Mid-Market,2-Year Fixed,Credit Card,39,1589.93,61814.69,33,23,5,0,5,8,83.0,1,0,0,1,0
AC-2474,Aegis Labs,Enterprise Tech,SMB,1-Year Fixed,Credit Card,45,799.89,35137.0,6,4,5,0,10,5,74.4,1,25,1,0,0
